event_ticker,horizon,threshold,S_adjusted
CPIYOY-23MAY,21d,4.3,0.055
CPIYOY-23MAY,21d,4.4,0.02
CPIYOY-23MAY,21d,4.5,0.016666666666666666
CPIYOY-23MAY,21d,4.6,0.016666666666666666
CPIYOY-23MAY,21d,4.7,0.016666666666666666
CPIYOY-23MAY,3d,3.3,0.995
CPIYOY-23MAY,3d,3.4,0.995
CPIYOY-23MAY,3d,3.5,0.99
CPIYOY-23MAY,3d,3.6,0.985
CPIYOY-23MAY,3d,3.7,0.98
CPIYOY-23MAY,3d,3.8,0.955
CPIYOY-23MAY,3d,3.9,0.85
CPIYOY-23MAY,3d,4.0,0.55
CPIYOY-23MAY,3d,4.099999,0.31
CPIYOY-23MAY,3d,4.2,0.095
CPIYOY-23MAY,3d,4.3,0.035
CPIYOY-23MAY,3d,4.4,0.005
CPIYOY-23MAY,3d,4.5,0.005
CPIYOY-23MAY,3d,4.6,0.005
CPIYOY-23MAY,3d,4.7,0.005
CPIYOY-23MAY,7d,3.3,0.995
CPIYOY-23MAY,7d,3.4,0.995
CPIYOY-23MAY,7d,3.5,0.99
CPIYOY-23MAY,7d,3.6,0.985
CPIYOY-23MAY,7d,3.7,0.98
CPIYOY-23MAY,7d,3.8,0.93
CPIYOY-23MAY,7d,3.9,0.785
CPIYOY-23MAY,7d,4.0,0.34
CPIYOY-23MAY,7d,4.099999,0.13
CPIYOY-23MAY,7d,4.2,0.065
CPIYOY-23MAY,7d,4.3,0.015
CPIYOY-23MAY,7d,4.4,0.005
CPIYOY-23MAY,7d,4.5,0.005
CPIYOY-23MAY,7d,4.6,0.005
CPIYOY-23MAY,7d,4.7,0.005
CPIYOY-23MAY,final,3.3,0.995
CPIYOY-23MAY,final,3.4,0.995
CPIYOY-23MAY,final,3.5,0.99
CPIYOY-23MAY,final,3.6,0.985
CPIYOY-23MAY,final,3.7,0.98
CPIYOY-23MAY,final,3.8,0.945
CPIYOY-23MAY,final,3.9,0.835
CPIYOY-23MAY,final,4.0,0.53
CPIYOY-23MAY,final,4.099999,0.285
CPIYOY-23MAY,final,4.2,0.08
CPIYOY-23MAY,final,4.3,0.03
CPIYOY-23MAY,final,4.4,0.005
CPIYOY-23MAY,final,4.5,0.005
CPIYOY-23MAY,final,4.6,0.005
CPIYOY-23MAY,final,4.7,0.005
CPIYOY-23NOV,14d,2.6,0.94125
CPIYOY-23NOV,14d,2.7,0.94125
CPIYOY-23NOV,14d,2.8,0.94125
CPIYOY-23NOV,14d,2.9,0.94125
CPIYOY-23NOV,14d,3.0,0.81
CPIYOY-23NOV,14d,3.1,0.375
CPIYOY-23NOV,14d,3.2,0.04
CPIYOY-23NOV,14d,3.3,0.04
CPIYOY-23NOV,14d,3.4,0.024
CPIYOY-23NOV,14d,3.5,0.024
CPIYOY-23NOV,14d,3.6,0.024
CPIYOY-23NOV,14d,3.7,0.024
CPIYOY-23NOV,14d,3.8,0.024
CPIYOY-23NOV,14d,3.9,0.01
CPIYOY-23NOV,14d,4.0,0.01
CPIYOY-23NOV,1d,2.6,0.96
CPIYOY-23NOV,1d,2.7,0.96
CPIYOY-23NOV,1d,2.8,0.96
CPIYOY-23NOV,1d,2.9,0.955
CPIYOY-23NOV,1d,3.0,0.79
CPIYOY-23NOV,1d,3.1,0.28
CPIYOY-23NOV,1d,3.2,0.03
CPIYOY-23NOV,1d,3.3,0.025
CPIYOY-23NOV,1d,3.4,0.024
CPIYOY-23NOV,1d,3.5,0.024
CPIYOY-23NOV,1d,3.6,0.024
CPIYOY-23NOV,1d,3.7,0.024
CPIYOY-23NOV,1d,3.8,0.024
CPIYOY-23NOV,1d,3.9,0.01
CPIYOY-23NOV,1d,4.0,0.01
CPIYOY-23NOV,21d,2.6,0.99
CPIYOY-23NOV,21d,2.7,0.975
CPIYOY-23NOV,21d,2.8,0.965
CPIYOY-23NOV,21d,2.9,0.945
CPIYOY-23NOV,21d,3.0,0.905
CPIYOY-23NOV,21d,3.1,0.48
CPIYOY-23NOV,21d,3.2,0.1
CPIYOY-23NOV,21d,3.3,0.05
CPIYOY-23NOV,21d,3.4,0.025
CPIYOY-23NOV,21d,3.5,0.025
CPIYOY-23NOV,21d,3.6,0.025
CPIYOY-23NOV,21d,3.7,0.025
CPIYOY-23NOV,21d,3.8,0.025
CPIYOY-23NOV,21d,3.9,0.01
CPIYOY-23NOV,21d,4.0,0.01
CPIYOY-23NOV,3d,2.6,0.9566666666666667
CPIYOY-23NOV,3d,2.7,0.9566666666666667
CPIYOY-23NOV,3d,2.8,0.9566666666666667
CPIYOY-23NOV,3d,2.9,0.945
CPIYOY-23NOV,3d,3.0,0.765
CPIYOY-23NOV,3d,3.1,0.29
CPIYOY-23NOV,3d,3.2,0.035
CPIYOY-23NOV,3d,3.3,0.025
CPIYOY-23NOV,3d,3.4,0.024
CPIYOY-23NOV,3d,3.5,0.024
CPIYOY-23NOV,3d,3.6,0.024
CPIYOY-23NOV,3d,3.7,0.024
CPIYOY-23NOV,3d,3.8,0.024
CPIYOY-23NOV,3d,3.9,0.01
CPIYOY-23NOV,3d,4.0,0.01
CPIYOY-23NOV,7d,2.6,0.94
CPIYOY-23NOV,7d,2.7,0.94
CPIYOY-23NOV,7d,2.8,0.94
CPIYOY-23NOV,7d,2.9,0.94
CPIYOY-23NOV,7d,3.0,0.785
CPIYOY-23NOV,7d,3.1,0.34
CPIYOY-23NOV,7d,3.2,0.04
CPIYOY-23NOV,7d,3.3,0.04
CPIYOY-23NOV,7d,3.4,0.024
CPIYOY-23NOV,7d,3.5,0.024
CPIYOY-23NOV,7d,3.6,0.024
CPIYOY-23NOV,7d,3.7,0.024
CPIYOY-23NOV,7d,3.8,0.024
CPIYOY-23NOV,7d,3.9,0.01
CPIYOY-23NOV,7d,4.0,0.01
CPIYOY-23NOV,final,2.6,0.96
CPIYOY-23NOV,final,2.7,0.96
CPIYOY-23NOV,final,2.8,0.96
CPIYOY-23NOV,final,2.9,0.955
CPIYOY-23NOV,final,3.0,0.79
CPIYOY-23NOV,final,3.1,0.28
CPIYOY-23NOV,final,3.2,0.03
CPIYOY-23NOV,final,3.3,0.025
CPIYOY-23NOV,final,3.4,0.024
CPIYOY-23NOV,final,3.5,0.024
CPIYOY-23NOV,final,3.6,0.024
CPIYOY-23NOV,final,3.7,0.024
CPIYOY-23NOV,final,3.8,0.024
CPIYOY-23NOV,final,3.9,0.01
CPIYOY-23NOV,final,4.0,0.01
CPIYOY-23OCT,14d,2.6,0.985
CPIYOY-23OCT,14d,2.7,0.985
CPIYOY-23OCT,14d,2.8,0.98
CPIYOY-23OCT,14d,2.9,0.9716666666666667
CPIYOY-23OCT,14d,3.0,0.9716666666666667
CPIYOY-23OCT,14d,3.1,0.9716666666666667
CPIYOY-23OCT,14d,3.2,0.73
CPIYOY-23OCT,14d,3.3,0.16374999999999998
CPIYOY-23OCT,14d,3.4,0.16374999999999998
CPIYOY-23OCT,14d,3.5,0.16374999999999998
CPIYOY-23OCT,14d,3.6,0.16374999999999998
CPIYOY-23OCT,14d,3.7,0.16374999999999998
CPIYOY-23OCT,14d,3.8,0.16374999999999998
CPIYOY-23OCT,14d,3.9,0.16374999999999998
CPIYOY-23OCT,14d,4.0,0.16374999999999998
CPIYOY-23OCT,1d,2.6,0.985
CPIYOY-23OCT,1d,2.7,0.985
CPIYOY-23OCT,1d,2.8,0.98
CPIYOY-23OCT,1d,2.9,0.98
CPIYOY-23OCT,1d,3.0,0.98
CPIYOY-23OCT,1d,3.1,0.965
CPIYOY-23OCT,1d,3.2,0.41
CPIYOY-23OCT,1d,3.3,0.22062500000000002
CPIYOY-23OCT,1d,3.4,0.22062500000000002
CPIYOY-23OCT,1d,3.5,0.22062500000000002
CPIYOY-23OCT,1d,3.6,0.22062500000000002
CPIYOY-23OCT,1d,3.7,0.22062500000000002
CPIYOY-23OCT,1d,3.8,0.22062500000000002
CPIYOY-23OCT,1d,3.9,0.22062500000000002
CPIYOY-23OCT,1d,4.0,0.22062500000000002
CPIYOY-23OCT,21d,2.6,0.6621428571428571
CPIYOY-23OCT,21d,2.7,0.6621428571428571
CPIYOY-23OCT,21d,2.8,0.6621428571428571
CPIYOY-23OCT,21d,2.9,0.6621428571428571
CPIYOY-23OCT,21d,3.0,0.6621428571428571
CPIYOY-23OCT,21d,3.1,0.6621428571428571
CPIYOY-23OCT,21d,3.2,0.6621428571428571
CPIYOY-23OCT,21d,3.3,0.195
CPIYOY-23OCT,21d,3.4,0.16499999999999998
CPIYOY-23OCT,21d,3.5,0.16499999999999998
CPIYOY-23OCT,21d,3.6,0.16499999999999998
CPIYOY-23OCT,21d,3.7,0.16499999999999998
CPIYOY-23OCT,21d,3.8,0.16499999999999998
CPIYOY-23OCT,21d,3.9,0.16499999999999998
CPIYOY-23OCT,21d,4.0,0.16499999999999998
CPIYOY-23OCT,3d,2.6,0.985
CPIYOY-23OCT,3d,2.7,0.985
CPIYOY-23OCT,3d,2.8,0.98
CPIYOY-23OCT,3d,2.9,0.98
CPIYOY-23OCT,3d,3.0,0.98
CPIYOY-23OCT,3d,3.1,0.95
CPIYOY-23OCT,3d,3.2,0.395
CPIYOY-23OCT,3d,3.3,0.22125000000000003
CPIYOY-23OCT,3d,3.4,0.22125000000000003
CPIYOY-23OCT,3d,3.5,0.22125000000000003
CPIYOY-23OCT,3d,3.6,0.22125000000000003
CPIYOY-23OCT,3d,3.7,0.22125000000000003
CPIYOY-23OCT,3d,3.8,0.22125000000000003
CPIYOY-23OCT,3d,3.9,0.22125000000000003
CPIYOY-23OCT,3d,4.0,0.22125000000000003
CPIYOY-23OCT,7d,2.6,0.985
CPIYOY-23OCT,7d,2.7,0.985
CPIYOY-23OCT,7d,2.8,0.98
CPIYOY-23OCT,7d,2.9,0.98
CPIYOY-23OCT,7d,3.0,0.98
CPIYOY-23OCT,7d,3.1,0.975
CPIYOY-23OCT,7d,3.2,0.74
CPIYOY-23OCT,7d,3.3,0.224375
CPIYOY-23OCT,7d,3.4,0.224375
CPIYOY-23OCT,7d,3.5,0.224375
CPIYOY-23OCT,7d,3.6,0.224375
CPIYOY-23OCT,7d,3.7,0.224375
CPIYOY-23OCT,7d,3.8,0.224375
CPIYOY-23OCT,7d,3.9,0.224375
CPIYOY-23OCT,7d,4.0,0.224375
CPIYOY-23OCT,final,2.6,0.985
CPIYOY-23OCT,final,2.7,0.985
CPIYOY-23OCT,final,2.8,0.98
CPIYOY-23OCT,final,2.9,0.98
CPIYOY-23OCT,final,3.0,0.98
CPIYOY-23OCT,final,3.1,0.965
CPIYOY-23OCT,final,3.2,0.41
CPIYOY-23OCT,final,3.3,0.22062500000000002
CPIYOY-23OCT,final,3.4,0.22062500000000002
CPIYOY-23OCT,final,3.5,0.22062500000000002
CPIYOY-23OCT,final,3.6,0.22062500000000002
CPIYOY-23OCT,final,3.7,0.22062500000000002
CPIYOY-23OCT,final,3.8,0.22062500000000002
CPIYOY-23OCT,final,3.9,0.22062500000000002
CPIYOY-23OCT,final,4.0,0.22062500000000002
CPIYOY-23SEP,14d,2.6,0.6060000000000001
CPIYOY-23SEP,14d,2.7,0.6060000000000001
CPIYOY-23SEP,14d,2.8,0.6060000000000001
CPIYOY-23SEP,14d,2.9,0.6060000000000001
CPIYOY-23SEP,14d,3.0,0.6060000000000001
CPIYOY-23SEP,14d,3.1,0.6060000000000001
CPIYOY-23SEP,14d,3.2,0.6060000000000001
CPIYOY-23SEP,14d,3.3,0.6060000000000001
CPIYOY-23SEP,14d,3.4,0.6060000000000001
CPIYOY-23SEP,14d,3.5,0.6060000000000001
CPIYOY-23SEP,14d,3.6,0.52
CPIYOY-23SEP,14d,3.7,0.4116666666666666
CPIYOY-23SEP,14d,3.8,0.4116666666666666
CPIYOY-23SEP,14d,3.9,0.4116666666666666
CPIYOY-23SEP,14d,4.0,0.4
CPIYOY-23SEP,1d,2.6,0.99
CPIYOY-23SEP,1d,2.7,0.99
CPIYOY-23SEP,1d,2.8,0.9733333333333333
CPIYOY-23SEP,1d,2.9,0.9733333333333333
CPIYOY-23SEP,1d,3.0,0.9733333333333333
CPIYOY-23SEP,1d,3.1,0.6849999999999999
CPIYOY-23SEP,1d,3.2,0.6849999999999999
CPIYOY-23SEP,1d,3.3,0.6849999999999999
CPIYOY-23SEP,1d,3.4,0.6849999999999999
CPIYOY-23SEP,1d,3.5,0.6849999999999999
CPIYOY-23SEP,1d,3.6,0.575
CPIYOY-23SEP,1d,3.7,0.25
CPIYOY-23SEP,1d,3.8,0.23249999999999998
CPIYOY-23SEP,1d,3.9,0.23249999999999998
CPIYOY-23SEP,1d,4.0,0.095
CPIYOY-23SEP,21d,2.6,0.5609999999999999
CPIYOY-23SEP,21d,2.7,0.5609999999999999
CPIYOY-23SEP,21d,2.8,0.5609999999999999
CPIYOY-23SEP,21d,2.9,0.5609999999999999
CPIYOY-23SEP,21d,3.0,0.5609999999999999
CPIYOY-23SEP,21d,3.1,0.5609999999999999
CPIYOY-23SEP,21d,3.2,0.5609999999999999
CPIYOY-23SEP,21d,3.3,0.5609999999999999
CPIYOY-23SEP,21d,3.4,0.5609999999999999
CPIYOY-23SEP,21d,3.5,0.5609999999999999
CPIYOY-23SEP,21d,3.6,0.485
CPIYOY-23SEP,21d,3.7,0.385
CPIYOY-23SEP,21d,3.8,0.385
CPIYOY-23SEP,21d,3.9,0.385
CPIYOY-23SEP,21d,4.0,0.385
CPIYOY-23SEP,3d,2.6,0.99
CPIYOY-23SEP,3d,2.7,0.99
CPIYOY-23SEP,3d,2.8,0.9716666666666667
CPIYOY-23SEP,3d,2.9,0.9716666666666667
CPIYOY-23SEP,3d,3.0,0.9716666666666667
CPIYOY-23SEP,3d,3.1,0.7979999999999999
CPIYOY-23SEP,3d,3.2,0.7979999999999999
CPIYOY-23SEP,3d,3.3,0.7979999999999999
CPIYOY-23SEP,3d,3.4,0.7979999999999999
CPIYOY-23SEP,3d,3.5,0.7979999999999999
CPIYOY-23SEP,3d,3.6,0.715
CPIYOY-23SEP,3d,3.7,0.41
CPIYOY-23SEP,3d,3.8,0.24
CPIYOY-23SEP,3d,3.9,0.24
CPIYOY-23SEP,3d,4.0,0.1
CPIYOY-23SEP,7d,2.6,0.9875
CPIYOY-23SEP,7d,2.7,0.9875
CPIYOY-23SEP,7d,2.8,0.9716666666666667
CPIYOY-23SEP,7d,2.9,0.9716666666666667
CPIYOY-23SEP,7d,3.0,0.9716666666666667
CPIYOY-23SEP,7d,3.1,0.748
CPIYOY-23SEP,7d,3.2,0.748
CPIYOY-23SEP,7d,3.3,0.748
CPIYOY-23SEP,7d,3.4,0.748
CPIYOY-23SEP,7d,3.5,0.748
CPIYOY-23SEP,7d,3.6,0.575
CPIYOY-23SEP,7d,3.7,0.3075
CPIYOY-23SEP,7d,3.8,0.3075
CPIYOY-23SEP,7d,3.9,0.25
CPIYOY-23SEP,7d,4.0,0.1
CPIYOY-23SEP,final,2.6,0.99
CPIYOY-23SEP,final,2.7,0.99
CPIYOY-23SEP,final,2.8,0.9733333333333333
CPIYOY-23SEP,final,2.9,0.9733333333333333
CPIYOY-23SEP,final,3.0,0.9733333333333333
CPIYOY-23SEP,final,3.1,0.6849999999999999
CPIYOY-23SEP,final,3.2,0.6849999999999999
CPIYOY-23SEP,final,3.3,0.6849999999999999
CPIYOY-23SEP,final,3.4,0.6849999999999999
CPIYOY-23SEP,final,3.5,0.6849999999999999
CPIYOY-23SEP,final,3.6,0.575
CPIYOY-23SEP,final,3.7,0.25
CPIYOY-23SEP,final,3.8,0.23249999999999998
CPIYOY-23SEP,final,3.9,0.23249999999999998
CPIYOY-23SEP,final,4.0,0.095
CPIYOY-24APR,14d,2.8,0.99
CPIYOY-24APR,14d,2.9,0.985
CPIYOY-24APR,14d,3.0,0.98
CPIYOY-24APR,14d,3.1,0.975
CPIYOY-24APR,14d,3.2,0.97
CPIYOY-24APR,14d,3.3,0.945
CPIYOY-24APR,14d,3.4,0.615
CPIYOY-24APR,14d,3.5,0.23
CPIYOY-24APR,14d,3.6,0.16
CPIYOY-24APR,14d,3.7,0.16
CPIYOY-24APR,14d,3.8,0.045
CPIYOY-24APR,1d,2.8,0.985
CPIYOY-24APR,1d,2.9,0.985
CPIYOY-24APR,1d,3.0,0.985
CPIYOY-24APR,1d,3.1,0.98
CPIYOY-24APR,1d,3.2,0.975
CPIYOY-24APR,1d,3.3,0.9
CPIYOY-24APR,1d,3.4,0.385
CPIYOY-24APR,1d,3.5,0.18
CPIYOY-24APR,1d,3.6,0.05
CPIYOY-24APR,1d,3.7,0.015
CPIYOY-24APR,1d,3.8,0.015
CPIYOY-24APR,21d,2.8,0.9916666666666666
CPIYOY-24APR,21d,2.9,0.9916666666666666
CPIYOY-24APR,21d,3.0,0.9916666666666666
CPIYOY-24APR,21d,3.1,0.98
CPIYOY-24APR,21d,3.2,0.98
CPIYOY-24APR,21d,3.3,0.9
CPIYOY-24APR,21d,3.4,0.645
CPIYOY-24APR,21d,3.5,0.235
CPIYOY-24APR,21d,3.6,0.10166666666666667
CPIYOY-24APR,21d,3.7,0.10166666666666667
CPIYOY-24APR,21d,3.8,0.10166666666666667
CPIYOY-24APR,3d,2.8,0.98
CPIYOY-24APR,3d,2.9,0.98
CPIYOY-24APR,3d,3.0,0.98
CPIYOY-24APR,3d,3.1,0.975
CPIYOY-24APR,3d,3.2,0.97
CPIYOY-24APR,3d,3.3,0.9
CPIYOY-24APR,3d,3.4,0.37
CPIYOY-24APR,3d,3.5,0.15375
CPIYOY-24APR,3d,3.6,0.15375
CPIYOY-24APR,3d,3.7,0.15375
CPIYOY-24APR,3d,3.8,0.15375
CPIYOY-24APR,7d,2.8,0.9833333333333334
CPIYOY-24APR,7d,2.9,0.9833333333333334
CPIYOY-24APR,7d,3.0,0.9833333333333334
CPIYOY-24APR,7d,3.1,0.98
CPIYOY-24APR,7d,3.2,0.975
CPIYOY-24APR,7d,3.3,0.895
CPIYOY-24APR,7d,3.4,0.325
CPIYOY-24APR,7d,3.5,0.18
CPIYOY-24APR,7d,3.6,0.03
CPIYOY-24APR,7d,3.7,0.03
CPIYOY-24APR,7d,3.8,0.025
CPIYOY-24APR,final,2.8,0.985
CPIYOY-24APR,final,2.9,0.985
CPIYOY-24APR,final,3.0,0.985
CPIYOY-24APR,final,3.1,0.98
CPIYOY-24APR,final,3.2,0.975
CPIYOY-24APR,final,3.3,0.9
CPIYOY-24APR,final,3.4,0.385
CPIYOY-24APR,final,3.5,0.18
CPIYOY-24APR,final,3.6,0.05
CPIYOY-24APR,final,3.7,0.015
CPIYOY-24APR,final,3.8,0.015
CPIYOY-24AUG,14d,2.3,0.95
CPIYOY-24AUG,14d,2.4,0.78
CPIYOY-24AUG,14d,2.5,0.405
CPIYOY-24AUG,14d,2.6,0.095
CPIYOY-24AUG,14d,2.7,0.035
CPIYOY-24AUG,14d,2.8,0.02
CPIYOY-24AUG,14d,2.9,0.02
CPIYOY-24AUG,14d,3.0,0.0175
CPIYOY-24AUG,14d,3.1,0.0175
CPIYOY-24AUG,1d,2.3,0.955
CPIYOY-24AUG,1d,2.4,0.75
CPIYOY-24AUG,1d,2.5,0.41
CPIYOY-24AUG,1d,2.6,0.055
CPIYOY-24AUG,1d,2.7,0.03
CPIYOY-24AUG,1d,2.8,0.025
CPIYOY-24AUG,1d,2.9,0.015
CPIYOY-24AUG,1d,3.0,0.015
CPIYOY-24AUG,1d,3.1,0.015
CPIYOY-24AUG,21d,2.3,0.94
CPIYOY-24AUG,21d,2.4,0.755
CPIYOY-24AUG,21d,2.5,0.33
CPIYOY-24AUG,21d,2.6,0.1
CPIYOY-24AUG,21d,2.7,0.04
CPIYOY-24AUG,21d,2.8,0.03333333333333333
CPIYOY-24AUG,21d,2.9,0.03333333333333333
CPIYOY-24AUG,21d,3.0,0.03333333333333333
CPIYOY-24AUG,21d,3.1,0.03
CPIYOY-24AUG,3d,2.3,0.965
CPIYOY-24AUG,3d,2.4,0.84
CPIYOY-24AUG,3d,2.5,0.415
CPIYOY-24AUG,3d,2.6,0.165
CPIYOY-24AUG,3d,2.7,0.035
CPIYOY-24AUG,3d,2.8,0.02
CPIYOY-24AUG,3d,2.9,0.02
CPIYOY-24AUG,3d,3.0,0.02
CPIYOY-24AUG,3d,3.1,0.015
CPIYOY-24AUG,7d,2.3,0.94
CPIYOY-24AUG,7d,2.4,0.81
CPIYOY-24AUG,7d,2.5,0.385
CPIYOY-24AUG,7d,2.6,0.08
CPIYOY-24AUG,7d,2.7,0.025
CPIYOY-24AUG,7d,2.8,0.02
CPIYOY-24AUG,7d,2.9,0.015
CPIYOY-24AUG,7d,3.0,0.015
CPIYOY-24AUG,7d,3.1,0.015
CPIYOY-24AUG,final,2.3,0.955
CPIYOY-24AUG,final,2.4,0.75
CPIYOY-24AUG,final,2.5,0.41
CPIYOY-24AUG,final,2.6,0.055
CPIYOY-24AUG,final,2.7,0.03
CPIYOY-24AUG,final,2.8,0.025
CPIYOY-24AUG,final,2.9,0.015
CPIYOY-24AUG,final,3.0,0.015
CPIYOY-24AUG,final,3.1,0.015
CPIYOY-24FEB,14d,2.5,0.8658333333333332
CPIYOY-24FEB,14d,2.6,0.8658333333333332
CPIYOY-24FEB,14d,2.7,0.8658333333333332
CPIYOY-24FEB,14d,2.8,0.8658333333333332
CPIYOY-24FEB,14d,2.9,0.8658333333333332
CPIYOY-24FEB,14d,3.0,0.8658333333333332
CPIYOY-24FEB,14d,3.1,0.685
CPIYOY-24FEB,14d,3.2,0.52
CPIYOY-24FEB,14d,3.3,0.1
CPIYOY-24FEB,14d,3.4,0.02
CPIYOY-24FEB,14d,3.5,0.02
CPIYOY-24FEB,14d,3.6,0.02
CPIYOY-24FEB,14d,3.7,0.02
CPIYOY-24FEB,1d,2.5,0.925
CPIYOY-24FEB,1d,2.6,0.6308333333333334
CPIYOY-24FEB,1d,2.7,0.6308333333333334
CPIYOY-24FEB,1d,2.8,0.6308333333333334
CPIYOY-24FEB,1d,2.9,0.6308333333333334
CPIYOY-24FEB,1d,3.0,0.6308333333333334
CPIYOY-24FEB,1d,3.1,0.6308333333333334
CPIYOY-24FEB,1d,3.2,0.365
CPIYOY-24FEB,1d,3.3,0.08800000000000001
CPIYOY-24FEB,1d,3.4,0.08800000000000001
CPIYOY-24FEB,1d,3.5,0.08800000000000001
CPIYOY-24FEB,1d,3.6,0.08800000000000001
CPIYOY-24FEB,1d,3.7,0.08800000000000001
CPIYOY-24FEB,21d,2.5,0.985
CPIYOY-24FEB,21d,2.6,0.975
CPIYOY-24FEB,21d,2.7,0.955
CPIYOY-24FEB,21d,2.8,0.905
CPIYOY-24FEB,21d,2.9,0.85
CPIYOY-24FEB,21d,3.0,0.65
CPIYOY-24FEB,21d,3.1,0.61
CPIYOY-24FEB,21d,3.2,0.15
CPIYOY-24FEB,21d,3.3,0.091
CPIYOY-24FEB,21d,3.4,0.091
CPIYOY-24FEB,21d,3.5,0.091
CPIYOY-24FEB,21d,3.6,0.091
CPIYOY-24FEB,21d,3.7,0.091
CPIYOY-24FEB,3d,2.5,0.925
CPIYOY-24FEB,3d,2.6,0.925
CPIYOY-24FEB,3d,2.7,0.9099999999999999
CPIYOY-24FEB,3d,2.8,0.9099999999999999
CPIYOY-24FEB,3d,2.9,0.9099999999999999
CPIYOY-24FEB,3d,3.0,0.9099999999999999
CPIYOY-24FEB,3d,3.1,0.755
CPIYOY-24FEB,3d,3.2,0.365
CPIYOY-24FEB,3d,3.3,0.0975
CPIYOY-24FEB,3d,3.4,0.0975
CPIYOY-24FEB,3d,3.5,0.0975
CPIYOY-24FEB,3d,3.6,0.0975
CPIYOY-24FEB,3d,3.7,0.09
CPIYOY-24FEB,7d,2.5,0.8774999999999998
CPIYOY-24FEB,7d,2.6,0.8774999999999998
CPIYOY-24FEB,7d,2.7,0.8774999999999998
CPIYOY-24FEB,7d,2.8,0.8774999999999998
CPIYOY-24FEB,7d,2.9,0.8774999999999998
CPIYOY-24FEB,7d,3.0,0.8774999999999998
CPIYOY-24FEB,7d,3.1,0.74
CPIYOY-24FEB,7d,3.2,0.565
CPIYOY-24FEB,7d,3.3,0.1
CPIYOY-24FEB,7d,3.4,0.02
CPIYOY-24FEB,7d,3.5,0.02
CPIYOY-24FEB,7d,3.6,0.02
CPIYOY-24FEB,7d,3.7,0.02
CPIYOY-24FEB,final,2.5,0.925
CPIYOY-24FEB,final,2.6,0.6308333333333334
CPIYOY-24FEB,final,2.7,0.6308333333333334
CPIYOY-24FEB,final,2.8,0.6308333333333334
CPIYOY-24FEB,final,2.9,0.6308333333333334
CPIYOY-24FEB,final,3.0,0.6308333333333334
CPIYOY-24FEB,final,3.1,0.6308333333333334
CPIYOY-24FEB,final,3.2,0.365
CPIYOY-24FEB,final,3.3,0.08800000000000001
CPIYOY-24FEB,final,3.4,0.08800000000000001
CPIYOY-24FEB,final,3.5,0.08800000000000001
CPIYOY-24FEB,final,3.6,0.08800000000000001
CPIYOY-24FEB,final,3.7,0.08800000000000001
CPIYOY-24JAN,14d,2.8,0.86
CPIYOY-24JAN,14d,2.9,0.37
CPIYOY-24JAN,14d,3.0,0.14142857142857143
CPIYOY-24JAN,14d,3.1,0.14142857142857143
CPIYOY-24JAN,14d,3.2,0.14142857142857143
CPIYOY-24JAN,14d,3.3,0.14142857142857143
CPIYOY-24JAN,14d,3.4,0.14142857142857143
CPIYOY-24JAN,14d,3.5,0.14142857142857143
CPIYOY-24JAN,14d,3.6,0.14142857142857143
CPIYOY-24JAN,14d,3.7,0.05
CPIYOY-24JAN,1d,2.8,0.91
CPIYOY-24JAN,1d,2.9,0.465
CPIYOY-24JAN,1d,3.0,0.12
CPIYOY-24JAN,1d,3.1,0.025
CPIYOY-24JAN,1d,3.2,0.025
CPIYOY-24JAN,1d,3.3,0.022
CPIYOY-24JAN,1d,3.4,0.022
CPIYOY-24JAN,1d,3.5,0.022
CPIYOY-24JAN,1d,3.6,0.022
CPIYOY-24JAN,1d,3.7,0.022
CPIYOY-24JAN,21d,2.8,0.845
CPIYOY-24JAN,21d,2.9,0.3
CPIYOY-24JAN,21d,3.0,0.18642857142857142
CPIYOY-24JAN,21d,3.1,0.18642857142857142
CPIYOY-24JAN,21d,3.2,0.18642857142857142
CPIYOY-24JAN,21d,3.3,0.18642857142857142
CPIYOY-24JAN,21d,3.4,0.18642857142857142
CPIYOY-24JAN,21d,3.5,0.18642857142857142
CPIYOY-24JAN,21d,3.6,0.18642857142857142
CPIYOY-24JAN,21d,3.7,0.05
CPIYOY-24JAN,3d,2.8,0.91
CPIYOY-24JAN,3d,2.9,0.465
CPIYOY-24JAN,3d,3.0,0.105
CPIYOY-24JAN,3d,3.1,0.025
CPIYOY-24JAN,3d,3.2,0.025
CPIYOY-24JAN,3d,3.3,0.022
CPIYOY-24JAN,3d,3.4,0.022
CPIYOY-24JAN,3d,3.5,0.022
CPIYOY-24JAN,3d,3.6,0.022
CPIYOY-24JAN,3d,3.7,0.022
CPIYOY-24JAN,7d,2.8,0.92
CPIYOY-24JAN,7d,2.9,0.43
CPIYOY-24JAN,7d,3.0,0.135
CPIYOY-24JAN,7d,3.1,0.05
CPIYOY-24JAN,7d,3.2,0.04666666666666666
CPIYOY-24JAN,7d,3.3,0.04666666666666666
CPIYOY-24JAN,7d,3.4,0.04666666666666666
CPIYOY-24JAN,7d,3.5,0.04666666666666666
CPIYOY-24JAN,7d,3.6,0.04666666666666666
CPIYOY-24JAN,7d,3.7,0.04666666666666666
CPIYOY-24JAN,final,2.8,0.91
CPIYOY-24JAN,final,2.9,0.465
CPIYOY-24JAN,final,3.0,0.12
CPIYOY-24JAN,final,3.1,0.025
CPIYOY-24JAN,final,3.2,0.025
CPIYOY-24JAN,final,3.3,0.022
