event_ticker,horizon,threshold,S_adjusted
KXCPIYOY-25SEP,21d,3.1,0.245
KXCPIYOY-25SEP,3d,2.4,0.99
KXCPIYOY-25SEP,3d,2.5,0.9875
KXCPIYOY-25SEP,3d,2.6,0.9875
KXCPIYOY-25SEP,3d,2.7,0.965
KXCPIYOY-25SEP,3d,2.8,0.935
KXCPIYOY-25SEP,3d,2.9,0.885
KXCPIYOY-25SEP,3d,3.0,0.56
KXCPIYOY-25SEP,3d,3.1,0.195
KXCPIYOY-25SEP,7d,2.4,0.99
KXCPIYOY-25SEP,7d,2.5,0.99
KXCPIYOY-25SEP,7d,2.6,0.98
KXCPIYOY-25SEP,7d,2.7,0.975
KXCPIYOY-25SEP,7d,2.8,0.955
KXCPIYOY-25SEP,7d,2.9,0.865
KXCPIYOY-25SEP,7d,3.0,0.55
KXCPIYOY-25SEP,7d,3.1,0.21
KXCPIYOY-25SEP,final,2.4,0.99
KXCPIYOY-25SEP,final,2.5,0.9875
KXCPIYOY-25SEP,final,2.6,0.9875
KXCPIYOY-25SEP,final,2.7,0.975
KXCPIYOY-25SEP,final,2.8,0.965
KXCPIYOY-25SEP,final,2.9,0.87
KXCPIYOY-25SEP,final,3.0,0.55
KXCPIYOY-25SEP,final,3.1,0.18
KXCPIYOY-26APR,14d,2.3,0.995
KXCPIYOY-26APR,14d,2.4,0.99
KXCPIYOY-26APR,14d,2.5,0.99
KXCPIYOY-26APR,14d,2.6,0.99
KXCPIYOY-26APR,14d,2.7,0.99
KXCPIYOY-26APR,14d,2.8,0.99
KXCPIYOY-26APR,14d,2.9,0.99
KXCPIYOY-26APR,14d,3.0,0.99
KXCPIYOY-26APR,14d,3.1,0.99
KXCPIYOY-26APR,14d,3.2,0.99
KXCPIYOY-26APR,14d,3.3,0.975
KXCPIYOY-26APR,14d,3.4,0.945
KXCPIYOY-26APR,14d,3.5,0.85
KXCPIYOY-26APR,14d,3.6,0.565
KXCPIYOY-26APR,14d,3.7,0.275
KXCPIYOY-26APR,14d,3.8,0.07
KXCPIYOY-26APR,14d,3.9,0.035
KXCPIYOY-26APR,14d,4.0,0.01
KXCPIYOY-26APR,14d,4.1,0.005
KXCPIYOY-26APR,14d,4.2,0.005
KXCPIYOY-26APR,14d,4.3,0.005
KXCPIYOY-26APR,14d,4.4,0.005
KXCPIYOY-26APR,14d,4.5,0.005
KXCPIYOY-26APR,1d,2.3,0.9918750000000001
KXCPIYOY-26APR,1d,2.4,0.9918750000000001
KXCPIYOY-26APR,1d,2.5,0.9918750000000001
KXCPIYOY-26APR,1d,2.6,0.9918750000000001
KXCPIYOY-26APR,1d,2.7,0.9918750000000001
KXCPIYOY-26APR,1d,2.8,0.9918750000000001
KXCPIYOY-26APR,1d,2.9,0.9918750000000001
KXCPIYOY-26APR,1d,3.0,0.9918750000000001
KXCPIYOY-26APR,1d,3.1,0.985
KXCPIYOY-26APR,1d,3.2,0.985
KXCPIYOY-26APR,1d,3.3,0.9575
KXCPIYOY-26APR,1d,3.4,0.9575
KXCPIYOY-26APR,1d,3.5,0.92
KXCPIYOY-26APR,1d,3.6,0.7
KXCPIYOY-26APR,1d,3.7,0.31
KXCPIYOY-26APR,1d,3.8,0.095
KXCPIYOY-26APR,1d,3.9,0.02
KXCPIYOY-26APR,1d,4.0,0.02
KXCPIYOY-26APR,1d,4.1,0.005
KXCPIYOY-26APR,1d,4.2,0.005
KXCPIYOY-26APR,1d,4.3,0.005
KXCPIYOY-26APR,1d,4.4,0.005
KXCPIYOY-26APR,1d,4.5,0.005
KXCPIYOY-26APR,21d,2.3,0.9899999999999999
KXCPIYOY-26APR,21d,2.4,0.9899999999999999
KXCPIYOY-26APR,21d,2.5,0.9899999999999999
KXCPIYOY-26APR,21d,2.6,0.9879999999999999
KXCPIYOY-26APR,21d,2.7,0.9879999999999999
KXCPIYOY-26APR,21d,2.8,0.9879999999999999
KXCPIYOY-26APR,21d,2.9,0.9879999999999999
KXCPIYOY-26APR,21d,3.0,0.9879999999999999
KXCPIYOY-26APR,21d,3.1,0.985
KXCPIYOY-26APR,21d,3.2,0.985
KXCPIYOY-26APR,21d,3.3,0.97
KXCPIYOY-26APR,21d,3.4,0.93
KXCPIYOY-26APR,21d,3.5,0.775
KXCPIYOY-26APR,21d,3.6,0.46
KXCPIYOY-26APR,21d,3.7,0.225
KXCPIYOY-26APR,21d,3.8,0.095
KXCPIYOY-26APR,21d,3.9,0.035
KXCPIYOY-26APR,21d,4.0,0.025
KXCPIYOY-26APR,21d,4.1,0.015
KXCPIYOY-26APR,21d,4.2,0.01
KXCPIYOY-26APR,21d,4.3,0.01
KXCPIYOY-26APR,21d,4.4,0.005
KXCPIYOY-26APR,21d,4.5,0.005
KXCPIYOY-26APR,3d,2.3,0.9949999999999999
KXCPIYOY-26APR,3d,2.4,0.9949999999999999
KXCPIYOY-26APR,3d,2.5,0.9949999999999999
KXCPIYOY-26APR,3d,2.6,0.9949999999999999
KXCPIYOY-26APR,3d,2.7,0.9949999999999999
KXCPIYOY-26APR,3d,2.8,0.9949999999999999
KXCPIYOY-26APR,3d,2.9,0.9949999999999999
KXCPIYOY-26APR,3d,3.0,0.9949999999999999
KXCPIYOY-26APR,3d,3.1,0.9949999999999999
KXCPIYOY-26APR,3d,3.2,0.9949999999999999
KXCPIYOY-26APR,3d,3.3,0.98
KXCPIYOY-26APR,3d,3.4,0.97
KXCPIYOY-26APR,3d,3.5,0.895
KXCPIYOY-26APR,3d,3.6,0.705
KXCPIYOY-26APR,3d,3.7,0.355
KXCPIYOY-26APR,3d,3.8,0.07
KXCPIYOY-26APR,3d,3.9,0.02
KXCPIYOY-26APR,3d,4.0,0.01
KXCPIYOY-26APR,3d,4.1,0.005
KXCPIYOY-26APR,3d,4.2,0.005
KXCPIYOY-26APR,3d,4.3,0.005
KXCPIYOY-26APR,3d,4.4,0.005
KXCPIYOY-26APR,3d,4.5,0.005
KXCPIYOY-26APR,7d,2.3,0.9777272727272727
KXCPIYOY-26APR,7d,2.4,0.9777272727272727
KXCPIYOY-26APR,7d,2.5,0.9777272727272727
KXCPIYOY-26APR,7d,2.6,0.9777272727272727
KXCPIYOY-26APR,7d,2.7,0.9777272727272727
KXCPIYOY-26APR,7d,2.8,0.9777272727272727
KXCPIYOY-26APR,7d,2.9,0.9777272727272727
KXCPIYOY-26APR,7d,3.0,0.9777272727272727
KXCPIYOY-26APR,7d,3.1,0.9777272727272727
KXCPIYOY-26APR,7d,3.2,0.9777272727272727
KXCPIYOY-26APR,7d,3.3,0.9777272727272727
KXCPIYOY-26APR,7d,3.4,0.96
KXCPIYOY-26APR,7d,3.5,0.86
KXCPIYOY-26APR,7d,3.6,0.645
KXCPIYOY-26APR,7d,3.7,0.32
KXCPIYOY-26APR,7d,3.8,0.085
KXCPIYOY-26APR,7d,3.9,0.025
KXCPIYOY-26APR,7d,4.0,0.01
KXCPIYOY-26APR,7d,4.1,0.005
KXCPIYOY-26APR,7d,4.2,0.005
KXCPIYOY-26APR,7d,4.3,0.005
KXCPIYOY-26APR,7d,4.4,0.005
KXCPIYOY-26APR,7d,4.5,0.005
KXCPIYOY-26APR,final,2.3,0.9918750000000001
KXCPIYOY-26APR,final,2.4,0.9918750000000001
KXCPIYOY-26APR,final,2.5,0.9918750000000001
KXCPIYOY-26APR,final,2.6,0.9918750000000001
KXCPIYOY-26APR,final,2.7,0.9918750000000001
KXCPIYOY-26APR,final,2.8,0.9918750000000001
KXCPIYOY-26APR,final,2.9,0.9918750000000001
KXCPIYOY-26APR,final,3.0,0.9918750000000001
KXCPIYOY-26APR,final,3.1,0.985
KXCPIYOY-26APR,final,3.2,0.985
KXCPIYOY-26APR,final,3.3,0.9575
KXCPIYOY-26APR,final,3.4,0.9575
KXCPIYOY-26APR,final,3.5,0.92
KXCPIYOY-26APR,final,3.6,0.7
KXCPIYOY-26APR,final,3.7,0.31
KXCPIYOY-26APR,final,3.8,0.095
KXCPIYOY-26APR,final,3.9,0.02
KXCPIYOY-26APR,final,4.0,0.02
KXCPIYOY-26APR,final,4.1,0.005
KXCPIYOY-26APR,final,4.2,0.005
KXCPIYOY-26APR,final,4.3,0.005
KXCPIYOY-26APR,final,4.4,0.005
KXCPIYOY-26APR,final,4.5,0.005
KXCPIYOY-26FEB,14d,2.2,0.965
KXCPIYOY-26FEB,14d,2.3,0.775
KXCPIYOY-26FEB,14d,2.4,0.395
KXCPIYOY-26FEB,14d,2.5,0.135
KXCPIYOY-26FEB,14d,2.6,0.045
KXCPIYOY-26FEB,14d,2.7,0.03
KXCPIYOY-26FEB,14d,2.8,0.02
KXCPIYOY-26FEB,14d,2.9,0.01
KXCPIYOY-26FEB,14d,3.0,0.01
KXCPIYOY-26FEB,14d,3.1,0.01
KXCPIYOY-26FEB,1d,2.2,0.975
KXCPIYOY-26FEB,1d,2.3,0.87
KXCPIYOY-26FEB,1d,2.4,0.49
KXCPIYOY-26FEB,1d,2.5,0.11
KXCPIYOY-26FEB,1d,2.6,0.055
KXCPIYOY-26FEB,1d,2.7,0.02
KXCPIYOY-26FEB,1d,2.8,0.01
KXCPIYOY-26FEB,1d,2.9,0.005
KXCPIYOY-26FEB,1d,3.0,0.005
KXCPIYOY-26FEB,1d,3.1,0.005
KXCPIYOY-26FEB,21d,2.2,0.945
KXCPIYOY-26FEB,21d,2.3,0.82
KXCPIYOY-26FEB,21d,2.4,0.435
KXCPIYOY-26FEB,21d,2.5,0.155
KXCPIYOY-26FEB,21d,2.6,0.06
KXCPIYOY-26FEB,21d,2.7,0.035
KXCPIYOY-26FEB,21d,2.8,0.025
KXCPIYOY-26FEB,21d,2.9,0.015
KXCPIYOY-26FEB,21d,3.0,0.0075
KXCPIYOY-26FEB,21d,3.1,0.0075
KXCPIYOY-26FEB,3d,2.2,0.985
KXCPIYOY-26FEB,3d,2.3,0.88
KXCPIYOY-26FEB,3d,2.4,0.53
KXCPIYOY-26FEB,3d,2.5,0.1
KXCPIYOY-26FEB,3d,2.6,0.04
KXCPIYOY-26FEB,3d,2.7,0.025
KXCPIYOY-26FEB,3d,2.8,0.01
KXCPIYOY-26FEB,3d,2.9,0.005
KXCPIYOY-26FEB,3d,3.0,0.005
KXCPIYOY-26FEB,3d,3.1,0.005
KXCPIYOY-26FEB,7d,2.2,0.965
KXCPIYOY-26FEB,7d,2.3,0.89
KXCPIYOY-26FEB,7d,2.4,0.535
KXCPIYOY-26FEB,7d,2.5,0.145
KXCPIYOY-26FEB,7d,2.6,0.065
KXCPIYOY-26FEB,7d,2.7,0.025
KXCPIYOY-26FEB,7d,2.8,0.025
KXCPIYOY-26FEB,7d,2.9,0.015
KXCPIYOY-26FEB,7d,3.0,0.0125
KXCPIYOY-26FEB,7d,3.1,0.0125
KXCPIYOY-26FEB,final,2.2,0.975
KXCPIYOY-26FEB,final,2.3,0.87
KXCPIYOY-26FEB,final,2.4,0.49
KXCPIYOY-26FEB,final,2.5,0.11
KXCPIYOY-26FEB,final,2.6,0.055
KXCPIYOY-26FEB,final,2.7,0.02
KXCPIYOY-26FEB,final,2.8,0.01
KXCPIYOY-26FEB,final,2.9,0.005
KXCPIYOY-26FEB,final,3.0,0.005
KXCPIYOY-26FEB,final,3.1,0.005
KXCPIYOY-26JAN,14d,2.1,0.98
KXCPIYOY-26JAN,14d,2.2,0.935
KXCPIYOY-26JAN,14d,2.3,0.765
KXCPIYOY-26JAN,14d,2.4,0.485
KXCPIYOY-26JAN,14d,2.5,0.275
KXCPIYOY-26JAN,14d,2.6,0.15
KXCPIYOY-26JAN,14d,2.7,0.045
KXCPIYOY-26JAN,14d,2.8,0.02
KXCPIYOY-26JAN,14d,2.9,0.02
KXCPIYOY-26JAN,14d,3.0,0.015
KXCPIYOY-26JAN,14d,3.1,0.005
KXCPIYOY-26JAN,1d,2.1,0.99
KXCPIYOY-26JAN,1d,2.2,0.955
KXCPIYOY-26JAN,1d,2.3,0.865
KXCPIYOY-26JAN,1d,2.4,0.555
KXCPIYOY-26JAN,1d,2.5,0.295
KXCPIYOY-26JAN,1d,2.6,0.095
KXCPIYOY-26JAN,1d,2.7,0.03
KXCPIYOY-26JAN,1d,2.8,0.015
KXCPIYOY-26JAN,1d,2.9,0.015
KXCPIYOY-26JAN,1d,3.0,0.01
KXCPIYOY-26JAN,1d,3.1,0.01
KXCPIYOY-26JAN,21d,2.1,0.975
KXCPIYOY-26JAN,21d,2.2,0.9
KXCPIYOY-26JAN,21d,2.3,0.78
KXCPIYOY-26JAN,21d,2.4,0.465
KXCPIYOY-26JAN,21d,2.5,0.235
KXCPIYOY-26JAN,21d,2.6,0.065
KXCPIYOY-26JAN,21d,2.7,0.06
KXCPIYOY-26JAN,21d,2.8,0.02
KXCPIYOY-26JAN,21d,2.9,0.02
KXCPIYOY-26JAN,21d,3.0,0.02
KXCPIYOY-26JAN,21d,3.1,0.015
KXCPIYOY-26JAN,3d,2.1,0.995
KXCPIYOY-26JAN,3d,2.2,0.96
KXCPIYOY-26JAN,3d,2.3,0.925
KXCPIYOY-26JAN,3d,2.4,0.56
KXCPIYOY-26JAN,3d,2.5,0.27
KXCPIYOY-26JAN,3d,2.6,0.125
KXCPIYOY-26JAN,3d,2.7,0.105
KXCPIYOY-26JAN,3d,2.8,0.0225
KXCPIYOY-26JAN,3d,2.9,0.0225
KXCPIYOY-26JAN,3d,3.0,0.015
KXCPIYOY-26JAN,3d,3.1,0.005
KXCPIYOY-26JAN,7d,2.1,0.985
KXCPIYOY-26JAN,7d,2.2,0.935
KXCPIYOY-26JAN,7d,2.3,0.845
KXCPIYOY-26JAN,7d,2.4,0.555
KXCPIYOY-26JAN,7d,2.5,0.375
KXCPIYOY-26JAN,7d,2.6,0.13
KXCPIYOY-26JAN,7d,2.7,0.035
KXCPIYOY-26JAN,7d,2.8,0.02
KXCPIYOY-26JAN,7d,2.9,0.01
KXCPIYOY-26JAN,7d,3.0,0.01
KXCPIYOY-26JAN,7d,3.1,0.01
KXCPIYOY-26JAN,final,2.1,0.99
KXCPIYOY-26JAN,final,2.2,0.955
KXCPIYOY-26JAN,final,2.3,0.865
KXCPIYOY-26JAN,final,2.4,0.555
KXCPIYOY-26JAN,final,2.5,0.295
KXCPIYOY-26JAN,final,2.6,0.095
KXCPIYOY-26JAN,final,2.7,0.03
KXCPIYOY-26JAN,final,2.8,0.015
KXCPIYOY-26JAN,final,2.9,0.015
KXCPIYOY-26JAN,final,3.0,0.01
KXCPIYOY-26JAN,final,3.1,0.01
KXCPIYOY-26JUL,14d,3.0,0.99
KXCPIYOY-26JUL,14d,3.1,0.985
KXCPIYOY-26JUL,14d,3.2,0.88
KXCPIYOY-26JUL,14d,3.3,0.62
KXCPIYOY-26JUL,14d,3.4,0.275
KXCPIYOY-26JUL,14d,3.5,0.085
KXCPIYOY-26JUL,14d,3.6,0.02
KXCPIYOY-26JUL,14d,3.7,0.01
KXCPIYOY-26JUL,14d,3.8,0.01
KXCPIYOY-26JUL,14d,3.9,0.01
KXCPIYOY-26JUL,14d,4.0,0.01
KXCPIYOY-26JUL,14d,4.1,0.01
KXCPIYOY-26JUL,14d,4.2,0.01
KXCPIYOY-26JUL,14d,4.3,0.01
KXCPIYOY-26JUL,14d,4.4,0.009
KXCPIYOY-26JUL,14d,4.5,0.009
KXCPIYOY-26JUL,14d,4.6,0.009
KXCPIYOY-26JUL,14d,4.7,0.009
KXCPIYOY-26JUL,14d,4.8,0.009
KXCPIYOY-26JUL,14d,4.9,0.0075
KXCPIYOY-26JUL,14d,5.0,0.0075
KXCPIYOY-26JUL,1d,3.0,0.99
KXCPIYOY-26JUL,1d,3.1,0.985
KXCPIYOY-26JUL,1d,3.2,0.885
KXCPIYOY-26JUL,1d,3.3,0.5
KXCPIYOY-26JUL,1d,3.4,0.175
KXCPIYOY-26JUL,1d,3.5,0.035
KXCPIYOY-26JUL,1d,3.6,0.015
KXCPIYOY-26JUL,1d,3.7,0.015
KXCPIYOY-26JUL,1d,3.8,0.004999999999999999
KXCPIYOY-26JUL,1d,3.9,0.004999999999999999
KXCPIYOY-26JUL,1d,4.0,0.004999999999999999
KXCPIYOY-26JUL,1d,4.1,0.004999999999999999
KXCPIYOY-26JUL,1d,4.2,0.004999999999999999
KXCPIYOY-26JUL,1d,4.3,0.004999999999999999
KXCPIYOY-26JUL,1d,4.4,0.004999999999999999
KXCPIYOY-26JUL,1d,4.5,0.004999999999999999
KXCPIYOY-26JUL,1d,4.6,0.004999999999999999
KXCPIYOY-26JUL,1d,4.7,0.004999999999999999
KXCPIYOY-26JUL,1d,4.8,0.004999999999999999
KXCPIYOY-26JUL,1d,4.9,0.004999999999999999
KXCPIYOY-26JUL,1d,5.0,0.004999999999999999
KXCPIYOY-26JUL,21d,3.0,0.99
KXCPIYOY-26JUL,21d,3.1,0.975
KXCPIYOY-26JUL,21d,3.2,0.905
KXCPIYOY-26JUL,21d,3.3,0.68
KXCPIYOY-26JUL,21d,3.4,0.3
KXCPIYOY-26JUL,21d,3.5,0.075
KXCPIYOY-26JUL,21d,3.6,0.02
KXCPIYOY-26JUL,21d,3.7,0.01
KXCPIYOY-26JUL,21d,3.8,0.01
KXCPIYOY-26JUL,21d,3.9,0.01
KXCPIYOY-26JUL,21d,4.0,0.01
KXCPIYOY-26JUL,21d,4.1,0.01
KXCPIYOY-26JUL,21d,4.2,0.01
KXCPIYOY-26JUL,21d,4.3,0.005
KXCPIYOY-26JUL,21d,4.4,0.005
KXCPIYOY-26JUL,21d,4.5,0.005
KXCPIYOY-26JUL,21d,4.6,0.005
KXCPIYOY-26JUL,21d,4.7,0.005
KXCPIYOY-26JUL,21d,4.8,0.005
KXCPIYOY-26JUL,21d,4.9,0.005
KXCPIYOY-26JUL,21d,5.0,0.005
KXCPIYOY-26JUL,3d,3.0,0.995
KXCPIYOY-26JUL,3d,3.1,0.955
KXCPIYOY-26JUL,3d,3.2,0.89
KXCPIYOY-26JUL,3d,3.3,0.545
KXCPIYOY-26JUL,3d,3.4,0.195
KXCPIYOY-26JUL,3d,3.5,0.045
KXCPIYOY-26JUL,3d,3.6,0.015
KXCPIYOY-26JUL,3d,3.7,0.015
KXCPIYOY-26JUL,3d,3.8,0.015
KXCPIYOY-26JUL,3d,3.9,0.004999999999999999
KXCPIYOY-26JUL,3d,4.0,0.004999999999999999
KXCPIYOY-26JUL,3d,4.1,0.004999999999999999
KXCPIYOY-26JUL,3d,4.2,0.004999999999999999
KXCPIYOY-26JUL,3d,4.3,0.004999999999999999
KXCPIYOY-26JUL,3d,4.4,0.004999999999999999
KXCPIYOY-26JUL,3d,4.5,0.004999999999999999
KXCPIYOY-26JUL,3d,4.6,0.004999999999999999
KXCPIYOY-26JUL,3d,4.7,0.004999999999999999
KXCPIYOY-26JUL,3d,4.8,0.004999999999999999
KXCPIYOY-26JUL,3d,4.9,0.004999999999999999
KXCPIYOY-26JUL,3d,5.0,0.004999999999999999
KXCPIYOY-26JUL,7d,3.0,0.985
KXCPIYOY-26JUL,7d,3.1,0.965
KXCPIYOY-26JUL,7d,3.2,0.905
KXCPIYOY-26JUL,7d,3.3,0.625
KXCPIYOY-26JUL,7d,3.4,0.27
KXCPIYOY-26JUL,7d,3.5,0.05
KXCPIYOY-26JUL,7d,3.6,0.015
KXCPIYOY-26JUL,7d,3.7,0.004999999999999999
KXCPIYOY-26JUL,7d,3.8,0.004999999999999999
KXCPIYOY-26JUL,7d,3.9,0.004999999999999999
KXCPIYOY-26JUL,7d,4.0,0.004999999999999999
KXCPIYOY-26JUL,7d,4.1,0.004999999999999999
KXCPIYOY-26JUL,7d,4.2,0.004999999999999999
KXCPIYOY-26JUL,7d,4.3,0.004999999999999999
KXCPIYOY-26JUL,7d,4.4,0.004999999999999999
KXCPIYOY-26JUL,7d,4.5,0.004999999999999999
KXCPIYOY-26JUL,7d,4.6,0.004999999999999999
KXCPIYOY-26JUL,7d,4.7,0.004999999999999999
KXCPIYOY-26JUL,7d,4.8,0.004999999999999999
KXCPIYOY-26JUL,7d,4.9,0.004999999999999999
KXCPIYOY-26JUL,7d,5.0,0.004999999999999999
KXCPIYOY-26JUL,final,3.0,0.99
KXCPIYOY-26JUL,final,3.1,0.985
KXCPIYOY-26JUL,final,3.2,0.885
KXCPIYOY-26JUL,final,3.3,0.5
KXCPIYOY-26JUL,final,3.4,0.175
KXCPIYOY-26JUL,final,3.5,0.035
KXCPIYOY-26JUL,final,3.6,0.015
KXCPIYOY-26JUL,final,3.7,0.015
KXCPIYOY-26JUL,final,3.8,0.004999999999999999
KXCPIYOY-26JUL,final,3.9,0.004999999999999999
KXCPIYOY-26JUL,final,4.0,0.004999999999999999
KXCPIYOY-26JUL,final,4.1,0.004999999999999999
KXCPIYOY-26JUL,final,4.2,0.004999999999999999
KXCPIYOY-26JUL,final,4.3,0.004999999999999999
KXCPIYOY-26JUL,final,4.4,0.004999999999999999
KXCPIYOY-26JUL,final,4.5,0.004999999999999999
KXCPIYOY-26JUL,final,4.6,0.004999999999999999
KXCPIYOY-26JUL,final,4.7,0.004999999999999999
KXCPIYOY-26JUL,final,4.8,0.004999999999999999
KXCPIYOY-26JUL,final,4.9,0.004999999999999999
KXCPIYOY-26JUL,final,5.0,0.004999999999999999
KXCPIYOY-26JUN,14d,2.5,0.995
KXCPIYOY-26JUN,14d,2.6,0.995
KXCPIYOY-26JUN,14d,2.7,0.995
KXCPIYOY-26JUN,14d,2.8,0.995
KXCPIYOY-26JUN,14d,2.9,0.995
KXCPIYOY-26JUN,14d,3.0,0.995
KXCPIYOY-26JUN,14d,3.1,0.995
KXCPIYOY-26JUN,14d,3.2,0.995
KXCPIYOY-26JUN,14d,3.3,0.985
KXCPIYOY-26JUN,14d,3.4,0.985
KXCPIYOY-26JUN,14d,3.5,0.98
KXCPIYOY-26JUN,14d,3.6,0.96
KXCPIYOY-26JUN,14d,3.7,0.665
KXCPIYOY-26JUN,14d,3.8,0.275
KXCPIYOY-26JUN,14d,3.9,0.235
KXCPIYOY-26JUN,14d,4.0,0.055
KXCPIYOY-26JUN,14d,4.1,0.036
KXCPIYOY-26JUN,14d,4.2,0.036
KXCPIYOY-26JUN,14d,4.3,0.036
KXCPIYOY-26JUN,14d,4.4,0.036
KXCPIYOY-26JUN,14d,4.5,0.036
KXCPIYOY-26JUN,1d,2.5,0.9949999999999999
KXCPIYOY-26JUN,1d,2.6,0.9949999999999999
KXCPIYOY-26JUN,1d,2.7,0.9949999999999999
KXCPIYOY-26JUN,1d,2.8,0.9949999999999999
KXCPIYOY-26JUN,1d,2.9,0.9949999999999999
KXCPIYOY-26JUN,1d,3.0,0.9949999999999999
KXCPIYOY-26JUN,1d,3.1,0.9949999999999999
KXCPIYOY-26JUN,1d,3.2,0.9949999999999999
KXCPIYOY-26JUN,1d,3.3,0.9949999999999999
KXCPIYOY-26JUN,1d,3.4,0.9949999999999999
KXCPIYOY-26JUN,1d,3.5,0.9949999999999999
KXCPIYOY-26JUN,1d,3.6,0.965
KXCPIYOY-26JUN,1d,3.7,0.695
KXCPIYOY-26JUN,1d,3.8,0.25
KXCPIYOY-26JUN,1d,3.9,0.035
KXCPIYOY-26JUN,1d,4.0,0.01
KXCPIYOY-26JUN,1d,4.1,0.005
KXCPIYOY-26JUN,1d,4.2,0.005
KXCPIYOY-26JUN,1d,4.3,0.005
KXCPIYOY-26JUN,1d,4.4,0.005
KXCPIYOY-26JUN,1d,4.5,0.005
KXCPIYOY-26JUN,21d,2.5,0.985
KXCPIYOY-26JUN,21d,2.6,0.9674999999999999
KXCPIYOY-26JUN,21d,2.7,0.9674999999999999
KXCPIYOY-26JUN,21d,2.8,0.9674999999999999
KXCPIYOY-26JUN,21d,2.9,0.9674999999999999
KXCPIYOY-26JUN,21d,3.0,0.9558333333333332
KXCPIYOY-26JUN,21d,3.1,0.9558333333333332
KXCPIYOY-26JUN,21d,3.2,0.9558333333333332
KXCPIYOY-26JUN,21d,3.3,0.9558333333333332
KXCPIYOY-26JUN,21d,3.4,0.9558333333333332
KXCPIYOY-26JUN,21d,3.5,0.9558333333333332
KXCPIYOY-26JUN,21d,3.6,0.945
KXCPIYOY-26JUN,21d,3.7,0.71
KXCPIYOY-26JUN,21d,3.8,0.335
KXCPIYOY-26JUN,21d,3.9,0.12
KXCPIYOY-26JUN,21d,4.0,0.05
KXCPIYOY-26JUN,21d,4.1,0.035
KXCPIYOY-26JUN,21d,4.2,0.030000000000000002
KXCPIYOY-26JUN,21d,4.3,0.030000000000000002
KXCPIYOY-26JUN,21d,4.4,0.030000000000000002
KXCPIYOY-26JUN,21d,4.5,0.030000000000000002
KXCPIYOY-26JUN,3d,2.5,0.9949999999999999
KXCPIYOY-26JUN,3d,2.6,0.9949999999999999
KXCPIYOY-26JUN,3d,2.7,0.9949999999999999
KXCPIYOY-26JUN,3d,2.8,0.9949999999999999
KXCPIYOY-26JUN,3d,2.9,0.9949999999999999
KXCPIYOY-26JUN,3d,3.0,0.9949999999999999
KXCPIYOY-26JUN,3d,3.1,0.9949999999999999
KXCPIYOY-26JUN,3d,3.2,0.9949999999999999
KXCPIYOY-26JUN,3d,3.3,0.9949999999999999
KXCPIYOY-26JUN,3d,3.4,0.9949999999999999
KXCPIYOY-26JUN,3d,3.5,0.99
KXCPIYOY-26JUN,3d,3.6,0.97
KXCPIYOY-26JUN,3d,3.7,0.725
KXCPIYOY-26JUN,3d,3.8,0.275
KXCPIYOY-26JUN,3d,3.9,0.05
KXCPIYOY-26JUN,3d,4.0,0.015
KXCPIYOY-26JUN,3d,4.1,0.005
KXCPIYOY-26JUN,3d,4.2,0.005
KXCPIYOY-26JUN,3d,4.3,0.005
KXCPIYOY-26JUN,3d,4.4,0.005
KXCPIYOY-26JUN,3d,4.5,0.005
KXCPIYOY-26JUN,7d,2.5,0.9949999999999999
KXCPIYOY-26JUN,7d,2.6,0.9949999999999999
KXCPIYOY-26JUN,7d,2.7,0.9949999999999999
KXCPIYOY-26JUN,7d,2.8,0.9949999999999999
KXCPIYOY-26JUN,7d,2.9,0.9949999999999999
KXCPIYOY-26JUN,7d,3.0,0.9949999999999999
KXCPIYOY-26JUN,7d,3.1,0.9949999999999999
KXCPIYOY-26JUN,7d,3.2,0.9949999999999999
KXCPIYOY-26JUN,7d,3.3,0.9949999999999999
KXCPIYOY-26JUN,7d,3.4,0.9949999999999999
KXCPIYOY-26JUN,7d,3.5,0.99
KXCPIYOY-26JUN,7d,3.6,0.965
KXCPIYOY-26JUN,7d,3.7,0.73
KXCPIYOY-26JUN,7d,3.8,0.235
KXCPIYOY-26JUN,7d,3.9,0.055
KXCPIYOY-26JUN,7d,4.0,0.015
KXCPIYOY-26JUN,7d,4.1,0.005
KXCPIYOY-26JUN,7d,4.2,0.005
KXCPIYOY-26JUN,7d,4.3,0.005
KXCPIYOY-26JUN,7d,4.4,0.005
KXCPIYOY-26JUN,7d,4.5,0.005
KXCPIYOY-26JUN,final,2.5,0.9949999999999999
KXCPIYOY-26JUN,final,2.6,0.9949999999999999
KXCPIYOY-26JUN,final,2.7,0.9949999999999999
KXCPIYOY-26JUN,final,2.8,0.9949999999999999
KXCPIYOY-26JUN,final,2.9,0.9949999999999999
KXCPIYOY-26JUN,final,3.0,0.9949999999999999
KXCPIYOY-26JUN,final,3.1,0.9949999999999999
KXCPIYOY-26JUN,final,3.2,0.9949999999999999
KXCPIYOY-26JUN,final,3.3,0.9949999999999999
KXCPIYOY-26JUN,final,3.4,0.9949999999999999
KXCPIYOY-26JUN,final,3.5,0.9949999999999999
KXCPIYOY-26JUN,final,3.6,0.965
KXCPIYOY-26JUN,final,3.7,0.695
KXCPIYOY-26JUN,final,3.8,0.25
KXCPIYOY-26JUN,final,3.9,0.035
KXCPIYOY-26JUN,final,4.0,0.01
KXCPIYOY-26JUN,final,4.1,0.005
